"code","product_name","brands","main_category","created_year"
"8906010500368","Tikha Mitha Mix","Balaji Namkeen","Ready to Eat Savouries","2017"
"7701101359594","Atun En Agua","Zenú","seafood","2025"
"7391835920322","tahini med salt","Kung Markatta","plant based foods and beverages","2020"
"7502261263918","Leche deslactosada","Vaca blanca","dairies","2025"
"0096619160754","Chewy Protein Bar Peanut Butter & Semisweet Chocolate Chip","Kirkland Signature","dietary supplements","2020"
"4088600140254","Honey hoops","Harvest Morn","plant based foods and beverages","2019"
"5201193121700","ΣΠΑΓΓΕΤΙ ολικής άλεσης","Melissa","plant based foods and beverages","2020"
"3395328124710","Poudre de cacao","Valrhona","cocoa and its products","2014"
"8801062866052","Rice to Stars Garlic Bread Flavor","SeoulBox","Unknown","2023"
"7310130010750","Creamy ranch","Finn crisp","Unknown","2021"
"20000806","Thick Cut Orange Marmalade","Maribel","plant based foods and beverages","2017"
"7798165593347","Mantequilla de maní","BEEPURE","plant based foods and beverages","2023"
"7891962065885","Biscoito Recheado sabor Morango","Bauducco","snacks","2023"
"5201882006721","Παξιμάδια κριθαρένια το Μάννα","the Manna","plant based foods and beverages","2024"
"8901207005527","Honey Squeezy","Dabur","breakfasts","2019"
"4088600003429","Houmous","The Deli","plant based foods and beverages","2019"
"20036461","Cake Wheat Flour","Woolworths","Unknown","2024"
"9005300010835","Milch Brötle","Ölz, Ölz der Meisterbäcker","snacks","2018"
"4792116211000","Fresh Milk Full Cream","Ambewela, Lanka Dairies (PVT) Ltd.","dairies","2025"
"0633148100624","Tajin Classic Seasoning Reduced Sodium","Tajin","plant based foods and beverages","2017"
"0025293005549","Protein Soy","Silk","beverages and beverages preparations","2020"
"6408430000142","Valio Luomu™ kevytmaito","Valio","dairies","2022"
"5997523324278","Soba Wok Style","Missing, Nissin","plant based foods and beverages","2016"
"6921724789290","盐焗花生","创明","plant based foods and beverages","2015"
"8480000095718","Copos de trigo espelta integral 0%","Hacendado","plant based foods and beverages","2019"
"5711953068881","Chocolate Flavour Shake","Arla PROTEIN","beverages and beverages preparations","2018"
"2004060090115","Queso fresco light","Aldi","dairies","2023"
"4056489104254","Noix de coco râpée Belbake","August Töpfer &amp; Co., Belbake","plant based foods and beverages","2019"
"5449000107664","Still Spring Water","valpre","beverages and beverages preparations","2018"
"9400547001811","Spaghetti in Tomato Sauce","Watties","canned foods","2016"
"7894900027013","Refrigerante Coca Cola Original Garrafa 2l","COCA-COLA","beverages and beverages preparations","2023"
"20006228","Pain de mie nature","Tastino, Rivercote","plant based foods and beverages","2015"
"6954767411750","Cola Strawberry","Coca Cola","Unknown","2025"
"3270190021179","Oeufs frais BIO","Carrefour BIO, Carrefour","eggs and their products","2013"
"0643435147492","Purée Mousseline creme et noix de muscade","Maggi","Unknown","2022"
"3250390012429","Yaourt Etuve nature NATUREA X4","Páturages","dairies","2015"
"4604248002640","Mayonnaise Provençale","Makheev","Unknown","2022"
"9300675024235","Powerade Mountain Blast","Coca-Cola, Powerade","beverages and beverages preparations","2020"
"0123456789012","Peanut Butter Crunch","Fleischer, Selbst gemacht, The Wholesome Bar, Uberti","plant based foods and beverages","2018"
"6941410723636","炭烧腰果","百草味","plant based foods and beverages","2023"
"0851639006051","Plain Yogurt Creamy UHT","Gao Fu, Suki","dairies","2021"
"4894514039023","Full Cream Australian Fresh Milk","Meadows","dairies","2022"
"5059321007149","Corn flakes Cocoa","Kellogg's","plant based foods and beverages","2025"
"7340191104846","Bacon chips","Coop","snacks","2021"
"5901067400237","Kubus raspberry water","Kubus","beverages and beverages preparations","2022"
"7032069718131","Hakkede tomater med hvitløk","REMA 1000","plant based foods and beverages","2020"
"8015057003760","Gnocchi","Hacendado","plant based foods and beverages","2015"
"9310036046127","Greek Style Natural Yoghurt","Tamar Valley","dairies","2020"
"7041614006883","Toast Kneip","Bakehuset direkte","plant based foods and beverages","2024"
"8436048440461","Chiquilín 0% azúcares","Artiach","snacks","2017"
"4740125633184","kodujuust CRÈME BRÛLÉE maitseline","alma","Unknown","2023"
"7798359560469","Alfajor tribajón de chocolate","Marley","snacks","2025"
"6111162001218","Filets de maquereau","joly","seafood","2018"
"7891330019342","Chocolate Branco Neugebauer 80 g","Neugebauer","plant based foods and beverages","2024"
"7350042710904","Hydrate","Vitamin Well","beverages and beverages preparations","2022"
"7039010016308","Stabbur-Makrell Grovhakket i salsa","Stabburet","seafood","2021"
"8901491001069","India’s Magic Masala 30","Lay's","snacks","2022"
"6772504452244","Protein bar","Lite Bite","dietary supplements","2020"
"5053990127726","Pringles Original","Pringles","plant based foods and beverages","2017"
"8901393017137","Chupa Chups Sour Bites","Chupa chups","snacks","2020"
"5900385012528","Ketchup hot","Kotlin, Maspex","plant based foods and beverages","2020"
"20656935","Pétillante saveur citron","SAGUARO","beverages and beverages preparations","2016"
"0715756100019","Raspberries","Driscoll's","plant based foods and beverages","2016"
"49567779","七味唐からし","S&B","plant based foods and beverages","2023"
"5201051002219","Giant beans in tomato sauce","Zanae","plant based foods and beverages","2019"
"8902579002442","Appy fizz","Parle","beverages and beverages preparations","2023"
"5999076236688","Protein bar","Biotech usa, BiotechUSA","dietary supplements","2021"
"8888002119430","Ayataka Japanese green tea","AyatakaCoca Cola","beverages and beverages preparations","2018"
"8901262151931","Amul Kadhai Doodh","Amul","beverages and beverages preparations","2025"
"0815074022298","100% Pure Avocado Oil","Chosen Foods","plant based foods and beverages","2020"
"6111246721964","Cream Cheese","Le Berger","dairies","2024"
"5010477353818","Jordans Low Sugar Granola Almond And Hazelnut | 500g","Jordans","plant based foods and beverages","2020"
"5709521034291","Mørke Chokoladeknapper","Odense","snacks","2020"
"4016241040558","Skyr 0% Fat Naturel","Arla","dairies","2018"
"9415187009202","Iodised Table Salt","Cerebos","condiments","2018"
"4792018233131","Instant Noodles Kottu Mee","Prima","plant based foods and beverages","2022"
"3229820021003","Le palmier","Bjorg","snacks","2013"
"5010338404246","Rich hoisin","Haugen - gruppen as","condiments","2021"
"0016000275263","Cheerios","General Mills","plant based foods and beverages","2015"
"7610095008442","ROOTS SALT & BALSAMIC SNACK","vaya","snacks","2023"
"7898960982213","Farofa Tradicional da Terrinha","Da Terrinha","plant based foods and beverages","2024"
"5051008878592","Organic Extra Virgin Olive Oil","Tesco","plant based foods and beverages","2017"
"6154000060688","Auntie B pasta","Golden penny foods","plant based foods and beverages","2024"
"4056489944102","kaurahiutale","Lidl","plant based foods and beverages","2025"
"5201005001466","Βύσσινο","Amita","el:Τρόφιμα","2019"
"3270190128533","Biscottes","Carrefour BIO, Carrefour","plant based foods and beverages","2014"
"8007640982163","Barritas con proteínas sabor coco y chocolate","Enervit Sport","snacks","2018"
"7501058652690","Nesquik","Nestlé","plant based foods and beverages","2020"
"5413548040479","Raffaello","Ferrero","snacks","2018"
"7033330055887","Brelett","Brelett","dairies","2019"
"8402001013140","Digestive 0%","Hacendado","snacks","2024"
"01784060","SO organic Mayonnaise","Sainsbury's","condiments","2019"
"5061013947213","Pacific Punch","Monster","Unknown","2025"
"0039047001152","Shortbread Fingers","Walker's","snacks","2016"
"8715700415604","Curry Mango Sauce","HAUGEN-GRUPPEN AS","condiments","2018"
"5200100942513","Zero cookies","ΒΙΟΛΑΝΤΑ","snacks","2021"
"8901030877131","Real Mayonnaise","Hellmann's","snacks","2023"
"3480341000704","Carré Frais 0% Ail & Fines Herbes","Elle & Vire","dairies","2017"
"7501057711084","Pechuga De Pavo Virginia","Zwan","meats and their products","2024"
"8006380215258","Fondentenero Cioccolato Extra Amaro 72%","Novi","snacks","2018"
"8885016650300","Abend Brot","Swissbake","Unknown","2024"
"4820153870482","Pushkarivskyi bread","Kulynychi","Unknown","2022"
"7613036466714","Batido","Nestlé","dairies","2022"
"7039610001872","Joikakaker i viltsaus","JOIKA","meats and their products","2020"
"0015000047757","Yogurt blends snack","Gerber","Unknown","2020"
"7792360094968","Sensaciones Torrado Intenso","Bonafide","plant based foods and beverages","2025"
"7501045404288","Atún en hojuelas en agua con aceite","Mazatún","seafood","2021"
"7891097001253","Iogurte Parcialmente Desnatado Grego Morango Zero Lactose Batavo Pense Zero Pote 500g","Batavo","dairies","2023"
"5900783010010","Ketchup Pudliszki 0%","Pudliszki","plant based foods and beverages","2024"
"5999033877039","Regnum feketeerdei sonka","Regnum","hu:sonka","2024"
"7622210770714","Moelleux goût choco-noisette","belVita","fr:Céréales complètes","2017"
"8480000136824","Bebida de Soja","Hacendado","beverages and beverages preparations","2022"
"8000070038820","Crema E Gusto Coffee Classico","Lavazza","plant based foods and beverages","2020"
"8851351388079","เส้นหมี่คลุกลูกชิ้นไก่และไก่ฉีก","EZYGO","Unknown","2025"
"8888200708696","100 PLUS ZERO SUGAR","100 PLUS","beverages and beverages preparations","2018"
"3073780839631","Топено сирене специалитет","Fromageries Bel, Kiri","dairies","2018"
"8410376040999","Vitalday Crocant Chocolate","Gullón","snacks","2016"
"8720182586001","Sauce césar Réal","Hellmann's","condiments","2024"
"7622210633842","Mini Oreo","Nabisco, Oreo","snacks","2021"
"4820239248211","Сир кисломолочний, 5% жиру","Рожищенський сирзавод, Терра Фуд, Ферма","dairies","2024"
"7501000375295","12 Granos y Semillas","Oroweat","plant based foods and beverages","2018"
"8801007814773","Sesamöl geröstet","Bibigo Cheiljedang, BibigoCheiljedang","plant based foods and beverages","2021"
"40193151","Exquisa","Exquisa","dairies","2015"
"8801117491109","Mini Protein Bar","Dr. You","Unknown","2025"
"85956872","Řecký jogurt 5% tuku","Polabske Mlékárny","dairies","2020"
"4088600132280","MINT DARK CHOCOLATE","MOSER ROTH","snacks","2021"
"8005510008852","Huile olive","MONINI","plant based foods and beverages","2020"
"6902265360018","海天上等蚝油","海天","condiments","2018"
"0041570130766","Lightly Salted Almonds","Blue Diamond","plant based foods and beverages","2018"
"8011780000922","Nudeln Spaghetti","Riscossa","meals","2018"
"8076809535755","Sauce tomate basilic","Barilla","plant based foods and beverages","2015"
"4014500512907","Jogobella jahoda, pečené jablko","Zott","dairies","2018"
"8711327608153","Chocolat Blanc & Fraise","Magnum","desserts","2023"
"49645309","Soy Sauce","Kikkoman","condiments","2016"
"5011038135911","Mantequilla pura de Irlanda","Kerrygold","dairies","2019"
"5201054017531","Total 5% Fat","FAGE","dairies","2022"
"3560070737017","Petits pains grilles","Carrefour, Carrefour Extra","plant based foods and beverages","2015"
"8885012290548","Ribena","Ribena","beverages and beverages preparations","2023"
"4056489526889","Muesli Crunchy Fruits Rouges","Crownfield","plant based foods and beverages","2021"
"8691707588070","Galleta Cracker con Oliva y Oregano","Greta","snacks","2022"
"5053990161669","Paprika","Pringles","plant based foods and beverages","2022"
"7899970400964","TABLETE SPECIAL DARK CRANB 85G HERSHEYS","HERSHEYS","plant based foods and beverages","2023"
"8480000233592","Pan de molde blanco natural rústico","Mercadona","plant based foods and beverages","2022"
"4056489483489","Vegan tortelloni with meat alternative filling","Vemondo","plant based foods and beverages","2022"
"5449000131843","Coca-Cola Zero","Coca-Cola","beverages and beverages preparations","2012"
"0643843800835","Premier Protein Bake Shop Cookie Dough","Premier Protein","dietary supplements","2024"
"9311482014722","Natural Cheddar Cheese Slices","Cheer","dairies","2021"
"7703386000000","arepas de maiz extra delgadas","Sary","plant based foods and beverages","2024"
"4750025470710","Krēmsiers ar zaļumiem","Rasa","Unknown","2021"
"8809617947034","Roasted & Salted Peanuts","HBAF","Unknown","2025"
"20159917","CORN FLAKES","Crownfield","plant based foods and beverages","2015"
"7798134780235","Mermelada de frutilla dietética","Trini","plant based foods and beverages","2020"
"7802920423814","Queso fino rallado Reggianito","Colun","dairies","2020"
"3356531160001","porc au caramel","Marie","meals","2014"
"6111032002208","Activia Céréales","Danone","dairies","2018"
"4901330581985","Pizza Potato Chips","Calbee","Unknown","2025"
"4750025470697","Krēmsiers, klasiskais","Rasa","dairies","2021"
"20248321","Natural","Milbona","dairies","2013"
"8901491101813","Lays 20rs","Lay's, PepsiCo","plant based foods and beverages","2017"
"0056200805020","Cayenne Pepper Sauce","Frank's RedHot","condiments","2018"
"8901192205100","catch chat masala","Catch","condiments","2019"
"3451790961038","Elle & vire sauce bechamel poche 33cl","Elle & vire, Savencia","dairies","2016"
"7790360720115","Picadillo de carne","Swift","canned foods","2021"
"7801620001599","Crush","CCU","beverages and beverages preparations","2023"
"9336243005009","Protein Smoothie Banana Honey + Cinnamon","Rokeby","beverages and beverages preparations","2019"
"4002971253009","Ehrmann Grand dessert chocolade","Ehrmann","dairies","2018"
"7790310985403","Papas Fritas Pehuamar","Pehuamar","snacks","2025"
"8801007761503","Seaweed Chips Original","Bibigo","snacks","2023"
"8901764032707","Sprite","Coca Cola","beverages and beverages preparations","2020"
"4908101530098","北海道特選3.6牛乳","ホクレン","Unknown","2023"
"7807900004571","Café Instantáneo 100% Arábica Colombiano","Selección","Bebidas","2021"
"0810589030295","Vanilla Almond Butter Nut Granola","purely elizabeth.","plant based foods and beverages","2020"
"7707394716458","Whey Protein","BiPro","Unknown","2024"
"4771138392232","Buck Wheat","Biorina","Unknown","2021"
"5712870882499","Økologisk Jasminris","ØGO","Unknown","2021"
"5000169363553","Waitrose Essential Smooth Peanut Butter","Waitrose","plant based foods and beverages","2016"
"0799439773967","Almond Macadamia Butter","Buttanut","Unknown","2025"
"6009644140442","Canola Cooking Spray","B-well","Cooking spray","2023"
"3245414228948","Eau minérale naturelle des Alpes MONTCLAR","Carrefour","beverages and beverages preparations","2013"
"4066447732559","Bulgur","dmBio","plant based foods and beverages","2024"
"3472860408208","Le Petit Beurre","La Mère Poulard","snacks","2023"
"40111216","Bounty 2x","Mars","snacks","2012"
"7896002304153","Pão Para Hambúrguer Com Gergelim Pullman Grand Burger Pacote 420g Tamanho Família","Pullman","plant based foods and beverages","2023"
"6906754853562","Mozzarella minis","Cucina Nobile","Unknown","2023"
"8801392032974","비비고 소고기듬뿍 육개장","CJ제일제당","Unknown","2026"
"8480000173621","Salsa teriyaki","Hacendado","condiments","2019"
"3600900011037","Quinoa Gourmand","Tipiak","plant based foods and beverages","2015"
"6954139414600","Gochujang Korean Hot Red Pepper Paste","Ajumma Republic","plant based foods and beverages","2025"
"5705830610096","CREME FRAICHE 18%","REMA 1000","dairies","2023"
"0879890002575","Avocado Toast Salt & Pepper Crunchy Baked Rice Crackers","Crunchmaster","snacks","2024"
"5034467002371","STIR FRY","THE TOFOO CO.","plant based foods and beverages","2025"
"89009949","Nescafe Classic Instant coffee","Nescafe","beverages and beverages preparations","2024"
"8850389105450","Mogu mogu","Mogu mogu","beverages and beverages preparations","2018"
"3596710363575","TARTELETTE CARAMEL BEURRE SALEMousse fondante au caramel sur pate biscuitée.","Auchan, Auchan Collection, Auchan Premium","dairies","2016"
"7802215512391","FRAC Clásica","Costa","snacks","2025"
"5202908113119","Grapefruit Juice","easa","beverages and beverages preparations","2021"
"2872272200789","Honey Cookies","","chinese festive snacks","2025"
"7794990879656","Queso de crema tradicional","La Paulina","dairies","2019"
"8801007732442","Kit riz œuf et spam","","Unknown","2022"
"5013665113157","Peanut Butter","Whole Earth","plant based foods and beverages","2018"
"3560070956913","Carrefour Classic' Mayonaise à la Moutarde de Dijon","Carrefour","condiments","2015"
"6001069601751","Lite Mayonnaise","NOLA","Unknown","2025"
"7801505231912","Azúcar blanca granulada","Iansa","sweeteners","2020"
"4823077635670","جكليت روشين konafetto","Roshen","snacks","2024"
"0737483778088","Rice Paper","Three Ladies Brand","plant based foods and beverages","2017"
"8718906515789","AH Biologisch Cottage Cheese","AH Biologisch","dairies","2019"
"3564700014646","Emmental râpé","Les Croisés","dairies","2013"
"6408430341917","Arki juustoraaste","Valio","dairies","2023"
"5900617015723","Crunchy Cranberry & Raspberry - Santé","Sante","snacks","2018"
"8904272600154","Storia Tender Coconut Water","Storia","beverages and beverages preparations","2023"
"6421766017240","Pronutrition bar strawberry","Pronutrition","snacks","2024"
"4792116608794","Strawberry Youghurt Drink","Ambewela","Unknown","2026"
"7702193101283","Avena en hojuelas","Quaker","plant based foods and beverages","2022"
"3083680074094","Gold Super Crispy Corn","Bonduelle","plant based foods and beverages","2017"
"20856878","Neapolitaner Waffeln","Compliment, LIDL, Sondey","snacks","2018"
"9020200023297","Sugar Free + Protein Almond Milk","Joya","beverages and beverages preparations","2020"
"9300675079587","Coca-Cola Zero Sugar","Coca-Cola","beverages and beverages preparations","2021"
"7622202313202","Oreo - Original ~Extra 30%","Mondelez International","Unknown","2025"
"5060108450010","Premium Indian Tonic Water","Fever-tree","beverages and beverages preparations","2017"
"3033491350795","Activia bifidus saveur citron","Danone","dairies","2018"
"4056489694496","Premium muesli fruit","Crownfield","plant based foods and beverages","2024"
"7702914596794","Chocoramo","Ramo","snacks","2020"
"7801800100012","Duraznos Mitades","Aconcagua","plant based foods and beverages","2020"
"8809435520891","Korea Protein Shake","HACCP","Unknown","2022"
"0770981094632","two-bite brownies","two-bite","Unknown","2024"
"5060309490792","Sugar free chocolate","DIABLO","snacks","2021"
"8888279102081","Laksa flavour","Cup Noodles","Unknown","2021"
"4008100168763","Tomatenmark mit Würzgemüse","Oro Di Parma, famila Oro di Parma","plant based foods and beverages","2016"
"8997206332016","Coconut sugar","Coco sugar","Unknown","2024"
"5060088707685","Barres de fruits secs & noix Myrtilles","nakd","plant based foods and beverages","2018"
"4044889001006","Feine Bitter - Chocolat noir","Vivani","snacks","2013"
"7501030474739","Tostadas","Milpa Real","plant based foods and beverages","2021"
"9310947005657","Dairy Free Buttery Spread","table lands","plant based foods and beverages","2020"
"6224008756293","oat flakes","kelly","Unknown","2018"
"7503030374019","Crossantines con relleno sabor a chocolate pan dulce","Bimbo","plant based foods and beverages","2024"
"7500478018192","Saladitas","Gamesa","snacks","2019"
"5010044009650","Wholemeal Loaf","Warburtons","plant based foods and beverages","2022"
"7311070337297","Hönö Färsk Skärgårdskaka","Pågen","plant based foods and beverages","2017"
"7622202325991","50% Dark Chocolate","Cadbury Bournville","snacks","2025"
"7622210996299","Noir noisettes entières","Côte d'Or","snacks","2017"
"6001299026973","Full Cream Milk","Clover ULTRA","beverages and beverages preparations","2023"
"8435257054988","Kefir","Nestlé","beverages and beverages preparations","2019"
"5000328787251","Sensations balsamic Vinegar & onion","Walkers","plant based foods and beverages","2021"
"8801155734558","Yogurt","여거밀","Unknown","2022"
"7700304488926","Pan Tajado Integral","Horneaditos","plant based foods and beverages","2022"
"5202576633865","Γλυκό καλαμπόκι","Μαράτα","plant based foods and beverages","2020"
"8992993250314","Palm Sugar","Haan","sweeteners","2023"
"7318690077602","Rostad Lök","ICA","plant based foods and beverages","2019"
"7790045826224","Sésamo","Granix","snacks","2022"
"9415748010593","organic CHIA & BROWN RICE crackers","ceres organics","snacks","2020"
"5285000391647","vegetable instant noodle from indomie","indomie","Unknown","2025"
"7340083496073","Tonfisk i vatten","Garant","seafood","2023"
"3388600000260","Four Fruits","ST DALFOUR","plant based foods and beverages","2017"
"6111259344501","Extrem","Excelo","snacks","2024"
"7709569320286","Premium Dark Chocolate","Sierra Nevada","Unknown","2024"
"5908230529290","Parowki Z Fileta Z Indyka","Tarczyński","Parówki","2021"
"8801037095739","Oatmeal","Post","plant based foods and beverages","2025"
"4099200177977","Honig","Golden Bridge","breakfasts","2020"
"8410793376138","Estrella Damm Alkoholfri 0,33l boks","Bevhouse as","beverages and beverages preparations","2019"
"0072250049191","Butterbread","Nature's Own","plant based foods and beverages","2017"
"3073781207965","The Laughing Cow Original","The Laughing Cow","dairies","2025"
"0689544083016","Total 0% Milkfat","FAGE","dairies","2017"
"7891203021151","Rosquinha de leite","Pânico","Unknown","2024"
"0065684116157","Kefir","Liberté","beverages and beverages preparations","2020"
"8997240601154","Caramel Macchiato Oat Milk","Oatside","Unknown","2024"
"3023470010017","Sablé de Retz Le Véritable","St Michel","snacks","2013"
"4088600179131","Coconut milk","Aldi, Asia Specialities","plant based foods and beverages","2020"
"4066447422825","Beeren-Crunchy mit Haferflocken","dmBio","plant based foods and beverages","2023"
"7700304070107","Tostadas de maíz","Natri","plant based foods and beverages","2021"
"8992718853806","Cup noodles","Nissin","Unknown","2022"
"3017760363990","Heudebert Fibre +","Heudebert","plant based foods and beverages","2013"
"8801073115378","Buldak HOT Chicken Flavor Ramen","Samyang","plant based foods and beverages","2023"
"9310055537194","Coco Pops","Kellogg's","plant based foods and beverages","2015"
"4056489067726","vegan spread mexican style","Vemondo","plant based foods and beverages","2021"
"8994963003791","Indomie noodles mi goreng rendang","","Unknown","2025"
"3011360030108","Sucre Vanillé des Isles","Alsa","sweeteners","2013"
"3560071469641","Galettes épeautre","Carrefour BIO, Carrefour","plant based foods and beverages","2023"
"9300650430617","Light Philadelphia","PHILADELPHIA","dairies","2017"
"7790040142992","Chocolinas negro","Bagley, Chocolinas","snacks","2024"
"8851717909542","Dna Plant Protein","Dutchmill","dietary supplements","2024"
"0099071001306","Prostar Whey Protein","Ultimate Nutrition","Unknown","2024"
"6223001877165","Chocolate milk","Almarai","beverages and beverages preparations","2022"
"3023290070628","Pro+ Fromage Blanc Saveur Stracciatella","Nestlé","dairies","2023"
"9005300010743","Ölz super soft sandwich wheat","Ölz","plant based foods and beverages","2021"
"7702001148561","Baby Gu","","dairies","2023"
"6281055704516","Light Meat Tuna","Plyms","Unknown","2024"
"7036110011936","Soft flora","Soft Flora","plant based foods and beverages","2022"
"6009710721568","Doritos - Flamin' Hot","Doritos","snacks","2023"
"4337256738330","Laugenbrezeln","REWE Beste Wahl","plant based foods and beverages","2024"
"7350054797320","Passion Fruit","Dave & Jon's","plant based foods and beverages","2025"
"8805957021236","Ramen nouilles coréennes","Maison De Corée","plant based foods and beverages","2021"
"5901044027549","Ketchup premium sycylijski KETO do pizzy","Roleski","plant based foods and beverages","2023"
"5712876058065","Smørbar","Egeæykke","dairies","2024"
"6411402159403","Five Grain Sliced Bread","Fazer","plant based foods and beverages","2019"
"7896051130284","Leite Pó Integral Itambé Lata 400g","Itambé","beverages and beverages preparations","2022"
"7891203021106","Rosquinha Coco Panco R","PANCO","Unknown","2022"
"4660085515163","SNICKERS SUPER","SNICKERS","snacks","2021"
"5202576308015","Ταχίνι","Marata, Μαράτα","plant based foods and beverages","2020"
"8850329145812","นมจืด ไขมัน 0%","Meiji, เมจิ","dairies","2019"
"7802920009339","Leche natural descremada","Colún","dairies","2022"
"9415077379163","standard milk","pams value","dairies","2024"
"4099200017754","Maronen, geschält, gegart","Bio+, Bio Aldi, Biohandel, Natur aktiv","plant based foods and beverages","2019"
"5410126832051","Gaufre de Liège - Perles de sucre","Lotus","snacks","2015"
"8888166350489","Monde Snack Spicy Tomato","Monde","Unknown","2022"
"8402001000515","Castañas cocidas y peladas","Hacendado","plant based foods and beverages","2021"
"8410300348955","Caldo para paella fácil de marisco","Gallina Blanca","broths","2018"
"8410376050936","gullon tea biscuit petit no sugar","Gullón","snacks","2021"
"8850329102112","Pasteurized Milk","Meiji, เมจิ","dairies","2019"
"7802920008073","Mi Quesillo Sin Lactosa","Colun","Lácteos","2024"
"5060108450959","Fever-Tree premium Indian tonic water","Waitrose","beverages and beverages preparations","2020"
"4066447717945","Červená čočka","dmBio","plant based foods and beverages","2024"
"8000500310397","biscuits","Ferrero, Nutella","Koek","2020"
"7300400118132","Wasa","wasa, Rågi","plant based foods and beverages","2020"
"8076809532709","coquillette","Barilla","plant based foods and beverages","2015"
"6221073011739","Corona lite chocolate king size","","Unknown","2022"
"5999571050598","xixo #tutti fruity","xixo","hu:Ital","2022"
"5703985056424","Hytteost","Mammen","Unknown","2024"
"0041449003153","Harina preparada completamente para hacer Hot Cakes","Krusteaz","plant based foods and beverages","2014"
"8594071650308","Medové kuličky s kakaem","Marlenka","snacks","2018"
"4012200032107","Raifort râpé fort","Kühne","plant based foods and beverages","2015"
"0025293600232","Soymilk","Silk","beverages and beverages preparations","2017"
"4056489063773","Crunchy","Crownfield","plant based foods and beverages","2021"
"5201004059178","Pain papadopoulou","Παπαδοπούλου","plant based foods and beverages","2019"
"5000112673586","Coca-Cola","Coca-Cola","beverages and beverages preparations","2025"
"20703769","Black beans in brine","El Tequito","plant based foods and beverages","2019"
"6111242102002","غلال القمح","Jaouda","dairies","2017"
"7311041048931","Nøttemiks","Unil as","beverages and beverages preparations","2017"
"5201583085919","Zero καραμέλες Ευκάλυπτος Μελι","Λάβδας","snacks","2023"
"8719200012608","Tartine sans huile de palme","ProActiv","plant based foods and beverages","2019"
"7798171730095","Alfajor de chocolate","Alfa Pampa","snacks","2021"
"6111024001295","زيت المائدة المختارة","Oléor","plant based foods and beverages","2024"
"6951444610017","金卡能量6小时","点趣","beverages and beverages preparations","2018"
"3083680973038","Zlatá kukurica Bio","Bonduelle","plant based foods and beverages","2016"
"4002971207309","Lemon Mousse High-Protein","Ehrmann","dairies","2022"
"3560071225872","N°11 Spaghetti","Carrefour","plant based foods and beverages","2020"
"10601075","The white one or purple one. Organic!!","Ella's kitchen","beverages and beverages preparations","2019"
"6111199000017","Flash Wondermint Gum","Flash","snacks","2017"
"7802920465104","Queso crema","Colún","dairies","2023"
"7898598750079","Requeijão Light","Quatá","Unknown","2024"
"5900783008697","ketchup pikantny","Pudliszki","plant based foods and beverages","2023"
"3228024170043","le Brie Gourmet","Président","dairies","2019"
"5202175002116","Wraps original","El Sabor","plant based foods and beverages","2024"
"9416050901852","Salted Macadamia Nuts","Mother Earth","M","2025"
"9020200017609","Kokos","Joya","beverages and beverages preparations","2018"
"7702535030110","Jugo mango y fresa","","Unknown","2024"
"3083680025881","Maïs SSA 1/2","Bonduelle","plant based foods and beverages","2012"
"8008343200059","Spaghetti grossi - No. 5","Rummo","plant based foods and beverages","2015"
"3228020190427","Camembert lepetit 250g 21%","Lepetit","dairies","2012"
"5900020006226","NESTLE CHOKELLA Céréales - Boite de 350g","Nestlé, Chokella","plant based foods and beverages","2014"
"7311310331276","Tortilla Wrap - Medium","Santa Maria","plant based foods and beverages","2016"
"6224000920371","Bostany Tuna - Light meat","Bostany","seafood","2021"
"8410843127376","desa vīt.Fuetec Trufa","Elpozo","meats and their products","2020"
"0071146012455","HARVEST SNAPS ORIGINAL BAKED VEGGIE SNACKS","Calbee","snacks","2018"
"5601511000357","Queijo flamengo fatias -50% gordura","Limiano","dairies","2018"
"5701211011865","Marmelade med jordbær","Den Gamle Fabrik","plant based foods and beverages","2021"
"7310350119790","Juleskum Originalet","Cloetta","snacks","2020"
"5900259118639","Doritos Nacho Cheese Flavour","Doritos","snacks","2023"
"6223007290111","Burger bun","Breadway","Unknown","2021"
"4088600499000","Spicy smashed avocado","Aldi, Specially Selected","plant based foods and beverages","2022"
"7311070008609","Kärnsund surdegsbröd","Pågen","plant based foods and beverages","2018"
"0072250011372","CALCIUM FORTIFIED ENRICHED BREAD","WONDER","plant based foods and beverages","2017"
"3083681163155","Lunch bowl Riz & haricots 250g","Bonduelle","plant based foods and beverages","2023"
"1103086260005","Lingonberry jam, organic","IKEA","plant based foods and beverages","2016"
"7798184451031","Sanck Garbanzos","Fitbeans","Unknown","2025"
"5010044002552","Original Seeded Batch","Warburtons","plant based foods and beverages","2016"
"8908020415014","Ziggy DONUT CAKE","Ziggy","snacks","2024"
"8412600100325","Pan de molde sin corteza","Bimbo","plant based foods and beverages","2017"
"75003180","Boing","Boing!","beverages and beverages preparations","2018"
"8801045652573","Black Pepper Powder Popcorn","Otoki","Unknown","2025"
"4750121154149","Whole grain oats","Herkulss","Unknown","2023"
"7610100036200","Tomatenpüree","THOMY","plant based foods and beverages","2015"
"8076802085851","Gnocchi n°85","Barilla","plant based foods and beverages","2015"
"5998400311961","Csokis keksz","","snacks","2024"
"7802821000039","Ciruelas Deshidratadas","Fundo Sofruco","Unknown","2024"
"8888279300104","Kyushu Black Noodle","NISSIN","Unknown","2023"
"50147588","Colman's English Mustard","Colman's","condiments","2014"
